backers_count,blurb,category,pledged,usd_pledged,usd_goal,currency,name,SuccessfulBool
1,A documentary photo project taking a lomography look at the beautiful coast of South Devon. Using a plastic camera and lomography film.,Places,20.0,33.7343788,421.679735,GBP,Lomo South Devon Photo Project,0
2,"Professional photo trip to Central Asia, Uzbekistan. Worldwide photographer Vladimir Tschelowski.",Places,25.0,27.875963,3345.1155599999997,EUR,Exploring horizons of Central Asia,0
1,"Hey guys, I'm headed to Iceland and parts of Europe this July/August, I want to share some of my photos/videos with you.",Places,5.0,3.8260348,191.30174,CAD,Photography & Videos of Europe,0
66,We want to give images their due space in our fast moving society and bring them from screens and smart devices #BackOnTheWall.,Places,17520.0,19308.6148728,26450.15736,EUR,"#BackOnTheWall - 4 Photographers, 4 Styles, 1 Mission",0
11,"Since 2006, I have been able to witness and photograph some of the most beautiful places on the planet and now it's time to share.",Places,256.0,256.0,2000.0,USD,Inspiring Fine Art World Photos Calendar,0
2,"Photographic series of Nationals Park in Washington, D.C. One of the many stops in capturing each Stadiums beauty.",Places,27.0,27.0,495.0,USD,Nationals Park Through the Lens (Baseball Photography),0
18,"A trip to photograph the desolate, haunting shipwrecks of western Africa's ""Skeleton Coast"" and produce a high quality photo book.",Places,1635.0,2774.06864445,8949.97681925,GBP,Skeleton Coast - a limited edition photo book.,0
1,"Void Photography, in a nutshell, is what I've always wanted my career to be. Involving travelling, meeting people, and taking photos.",Places,1.0,1.0,5500.0,USD,Void Photography,0
2,Our planet is full of amazing places and this project gives you the chance to show the world the amazing places near you.,Places,56.0,84.51261112,6036.61508,GBP,"Earths Amazing Places, crowdsourced photography",0
0,This project will be a short book compiled of Stories and photos talking about new people and places from locations in the western U.S.,Places,0.0,0.0,3500.0,USD,Places & People,0
0,"A Unique and unseen collection of Landscape, nature and wildlife photographs from the great state of minnesota.",Places,0.0,0.0,7000.0,USD,Minnesota Unseen,0
4,I would like to photograph the historic sites around Chicago. I would like to include the Pullman factory and other ignored landmarks,Places,21.0,21.0,1280.0,USD,National Historic Landmarks of Chicago,0
4,I am raising funds to bring a photography/video club to the At Risk Youth of the East New York Community.,Places,61.0,61.0,20000.0,USD,Help Make Photography Program a Reality to East NY Youth,0
1,"""OURS"" is an urban photography book, it shows our cities and streets, our environment, our culture and memories, our history and future",Places,1.0,1.01243575,3037.3072500000003,CHF,Ours,0
35,"Postcards with a twist: I send you a postcard with one of my photos on it, you figure out the location from the clues in the message.",Places,690.0,690.0,4500.0,USD,Mystery Postcards,0
0,This book will contains some of the most breathtaking photos of the Holy land ever seen along with a detailed description you'll love,Places,0.0,0.0,5000.0,USD,The Holy Land Experience,0
6,I just want to pick up on a photography project around my beautiful UCLA campus and I need funds to purchase a quality camera. :),Places,31.0,31.0,450.0,USD,Beginning Photography,0
4,"A photographic guide to all UK's National Parks and areas of beauty. 

A modern complete digital photographic guide + walking routes",Places,44.0,63.68993444,13027.48659,GBP,A Photographic Exploration Of The UK,0
2,A print series creating a moonlit portrait of a sleeping small town in the mountains of North Carolina. Everytown USA while it dreams.,Places,300.0,300.0,500.0,USD,Valleytown in the Quiet Hours photography exhibition,0
1,Let us take you behind the scenes of the greatest sporting event France will ever see with a Photobook showing the other si; Euro 2016,Places,80.0,121.471444,22775.89575,GBP,Euro 2016: Behind The Beautiful Game,0
2,"Sending polaroid postcards (postaroids) and other memorabilia from one of the most sought after destinations in the world, New York.",Places,13.0,13.0,1000.0,USD,Wish you were here: Polaroids from New York,0
1,I'd like to raise money so I can do first-hand research on some of Europe's interesting historical castles for a photo book.,Places,1.0,1.0,5000.0,USD,European Castle Historical Project,0
2,"Photos of the whereabouts of a Legoman at various spots, mainly in London.",Places,11.0,17.23646232,783.47556,GBP,Adventures of the Legoman,0
10,This Epic Journey is to photograph scenic and historical sites within the United States. See Nearsighted Photographer on Facebook.,Places,477.0,477.0,1200.0,USD,Epic Photographic Journey Across USA,0
1,"Three photographers meet in Los Angeles for a weekend to document the city's neighborhoods, landmarks, cemeteries, markets and more.",Places,25.0,25.0,1000.0,USD,We Shot LA,0
0,"Due to a series of unfortunate circumstances, I am a photographer without a camera. Eager to start clicking, just need your help.",Places,0.0,0.0,1000.0,USD,Leaps and Bounds,0
1,"I will travel to Japan to photograph the people, places, and culture and share those images back for full and free public domain use.",Places,1.0,1.0,5000.0,USD,Klint Arnold Photography in Japan - An Amazing Journey,0
14,Three photographers are traveling to Paris/London and want to send you a self-printed postcard capturing the beauty of each place.,Places,58.0,58.0,1000.0,USD,POSTCARDS GOING SOMEWHERE,0
2,"From Thurso to Penzance, I'll travel all the coasts of Great Britain by train and take photos at every location before making a collage",Places,11.0,18.25832206,580.946611,GBP,Great Britain and its coasts - Photography by Train,0
3,To promote individual and business facilities through aerial videography and photography!,Places,120.0,120.0,1500.0,USD,AVP: Aerial Video & Photography,0
3,"Raised along the Delaware River, I aspire to share and preserve its deep beauty while expanding my own capabilities as a photographer",Places,242.0,242.0,2988.0,USD,Photographer Sharing the Deep Beauty of the Delaware River,0
6,"I would like to do a paranormal investigation of Australia's Largest Abandoned Lunatic Asylum, Aradale Asylum.",Places,90.0,65.9642211,1099.403685,AUD,Paranormal Investigation of an Abandoned Asylum,0
1,A travel journey and limited edition photo book documenting the beauty of New Zealand in winter.,Places,25.0,19.573961,782.95844,AUD,New Zealand,0
0,My project is to fund airfare for my 10 day spiritual and photographic Pilgrimage to Wales.,Places,0.0,0.0,2000.0,USD,Photographic Pilgrimage to Wales,0
1,"MyCoolPlanet.net is the first complete collection of unique experiences and photos from around the world, made free for all humanity.",Places,25.0,22.3652205,84093.22907999999,CAD,My cool planet,0
1,Six young photographers aim to travel to Barcelona and capture the true beauty of the side of the city people rarely see.,Places,1.0,1.53992565,5389.739775,GBP,The Barcelona Project,0
4,10-pack of picture postcards taken at beautiful locations on and around the Big Lake. Send them. Display them. Love them.,Places,87.0,87.0,2500.0,USD,Postcards from Lake Superior,0
2,Wild Darlings Photography & Art Studio is part of a dream started 3 years ago and it has grown into so much more than I imagined!,Places,150.0,150.0,5000.0,USD,Wild Darlings Photography & Art Studio Project,0
0,"A year long photography project exhibiting the people and places of the picturesque Swan Valley, Western Australia",Places,0.0,0.0,7041.003975,AUD,My Life in the Swan Valley,0
0,"LA is more than just Hollywood. I wish to show more of the city, from known to undiscovered places, through blogging and photos.",Places,0.0,0.0,650.0,USD,Blog Project: Exploring the City of Los Angeles,0
1,Get a selfie that makes you look like you were @ the Super Bowl!,Places,10.0,10.0,10000.0,USD,Super Bowl Selfie,0
2,Travelling to peru to volunteer in a children's home and teaching the children the importance of photography,Places,6.0,9.69985416,484.992708,GBP,Photography through helping others,0
7,My 7years in the US have so far been mostly just work and school. Now I wish to travel and discover all 50 states and need your support,Places,35.0,35.0,10000.0,USD,Discover America,0
0,Photographing the lifestyles of Barcelona and Madrid; one of the greatest fútbol rivalries of all time.,Places,0.0,0.0,50.0,USD,Two Cities; One Rivalry,0
2,Unique helicopter tour/survey/photography business available year-round to serve your hometown.,Places,150.0,150.0,200000.0,USD,Helicopter Air Tour Over Your Hometown or Even Your Home!,0
1,Martin is my son and he wants to go to Washington D.C. and he will tell his story in pictures and movies if I get enough $ to take him.,Places,10.0,10.0,1500.0,USD,My Martin's  view of Washington D.C. through Autism,0
1,Los Angeles is notorious for its lack of public restrooms. I will document the best and worst in Los Angeles so you know where to go.,Places,85.0,85.0,5000.0,USD,Best Bathrooms In Los Angeles,0
2,"A photo project based in Guatemala, traveling from Guatemala City to Huehuetenango.",Places,6.0,6.0,200.0,USD,Guatemala: A Photo Project,0
0,I need to fully restore my 1970 VW Bug to modern saftey and reliability levels so I can take her on the road and photograph our journey,Places,0.0,0.0,2800.0,USD,Vintage VW Bug Road Trip Photographs,0
21,"""from the road"" is a series of photographic diaries intent on capturing the inherent beauty of far off places.",Places,1866.0,1866.0,25000.0,USD,"""from the road""- Australia",0
5,"A Historic Photographic Documentation & Exhibition
Of A Old West Town",Places,42.0,42.0,19778.0,USD,The Tombstone Experience,0
4,"18 months of research - over 4,500 miles & more than 15,000 images captured in S.E. Wyoming! Let's publish the book!!",Places,190.0,190.0,15350.0,USD,The Living Wyoming - Let's Publish the Book!!,0
1,"""What if money was no object?"" is a project with the purpose to show exactly that.",Places,1.0,1.71177772,85588.886,GBP,What if money were no object?,0
2,I'd like to visit every city in California and record a short 30 second clip of the cities most iconic points of interest.,Places,6.0,6.0,25000.0,USD,Drone Tourism,0
2,Spectacular imagines captured from National Parks throughout the USA to raise funds for medical surgery.,Places,310.0,310.0,1000.0,USD,National Park Landscape Photography,0
0,This is their one year anniversary and they have yet to go on a honeymoon! Lets fund this trip!,Places,0.0,0.0,10.0,USD,Getting My Parents to Texas And out of my Hair!,0
1,A photo album shot on location in Maranello featuring Ferraris and Lamborghinis through history. Backers receive high resolution photos,Places,272.0,466.33474656,2048.7868461,GBP,Maranello - A Ferrari & Lamborghini story,0
0,"Returning to run the streets of NYC. I will capture the excitement, the people, the course, the pain, and I will create a photo book.",Places,0.0,0.0,1000.0,USD,NYC in the eyes of a marathoner,0
0,A Kiwi of Scottish heritage has a yearning to photograph the Castles of Scotland in 2015 and produce a coffee table book at the end.,Places,0.0,0.0,15618.5452,NZD,Castles of Scotland,0
1,To capture the powerful essence and color of emotion from all around us.,Places,1.0,0.91079741,2914.551712,CAD,Photos From The Soul,0
0,"We combine photography, blog, poetry, landscape art and video. Our aim is to experience and help people tell their own stories.",Places,0.0,0.0,9878.73848,GBP,Travels Off Track,0
1,I am traveling through Herefordshire putting my tripod where local pioneer photographer Alfred Watkins put his nearly a century ago.,Places,30.0,44.7846084,597.1281120000001,GBP,Then and Now; A Photographic Journey Through Herefordshire.,0
1,I am in need of photography equipment to start a historical archive project.,Places,25.0,25.0,9000.0,USD,RR Kickstarter,0
8,"""AGO"" Enlightening and engaging presentations that focus on two of ancient Greece's greatest legacies: the Olympics and Democracy.",Places,750.0,750.0,28500.0,USD,Ancient Greek Origins (AGO),0
2,A limited edition calendar (numbered and signed) of select images from #numbersofnewyork that are emblematic of this amazing city.,Places,48.0,48.0,4500.0,USD,Numbers of New York,0
1,My goal is to show everyone through photography the work that is put in to build bridges and roads.,Places,115.0,115.0,800.0,USD,Freeway Photography,0
8,Paintbox Studio aims to be a photography and film hub in the heart of South Wales for creatives to come together and create.,Places,161.0,206.57710682,1283.08762,GBP,Paintbox Studio,0
0,Exploring architectural features of London. A vision of hidden gems and a different viewpoint.,Places,0.0,0.0,2371.44866175,GBP,Place of Lines: London,0
0,Real Estate 3D Photo Service as an addition to aerial photos and videos and to document historical structures in Central Arkansas.,Places,0.0,0.0,6500.0,USD,Real Estate 3D Photos & Historical Structure Documentation,0
1,"I'm an Active duty US Sailor that wants to share his journeys, expiernces, and memories with the world through his photos!",Places,5.0,5.0,10000.0,USD,Help Photograph a Sailors Journey,0
1,We would like to shoot an aerial tour of Riverfront park to give to the city to use for promotional purposes,Places,50.0,50.0,20000.0,USD,Drone aerial tour of Riverfront Park for Spokane,0
1,Ever wanted to see your or a loved ones little friend in some of the most iconic places in the world?,Places,15.0,25.4638668,2546.38668,GBP,Adventure Teddy,0
0,We are a young couple trying to share the beauty in the dead ruins across America. We are searching to find new unique places to share,Places,0.0,0.0,10000.0,USD,The American Wasteland,0
3,A gallery highlighting the haunting truth behind once functional and beautiful objects that have since been broken and forgotten.,Places,140.0,140.0,12000.0,USD,Trapped in Rural Decay: A Gallery of Oklahoma Photography,0
1,I will be photographing the Twin Cities Metro mountain bike trails this summer making limited edition cards/prints from the series.,Places,25.0,25.0,250.0,USD,Minnesota Roads and Trails,0
0,We Are...Penn State! A 'day in the life' series.,Places,0.0,0.0,700.0,USD,Penn State: We Are...Forever,0
26,A photography project geared towards preserving the beauty and culture of small-town libraries in New England.,Places,2901.0,2901.0,13600.0,USD,New England Libraries: A Photographic Journey,0
1,"Initial, start up funds sought to fund a lively, knowledgeable, guided waterfall tour guide service for ""The Land of the Waterfalls""",Places,100.0,100.0,10000.0,USD,Eastatoe Trail Tours,0
2,"Dynamische, dramatische und künstlerische Darstellungen von Reisen, verlassenen Orten und Alltagssituationen. Meine erste Galerie.",Places,70.0,78.6803283,562.002345,EUR,The ARTventure of Photography's erste Galerieausstellung,0
24,Join our campaign to capture how history hides in plain sight through the arts of photography and research!,Places,1092.0,1092.0,3000.0,USD,Archaeology in Modern Landscapes,0
1,"We document Arizona's backcountry roads. We map them, bring together the local history, and educate the public.",Places,10.0,10.0,8000.0,USD,Arizona's backcountry,0
1,Production of large acrylic prints and exposition of the first professional 100% iPhone made coverage of very first moments of Sandy,Places,51.0,51.0,10000.0,USD,First minutes coverage of Hurricane Sandy 100% iPhone made,0
4,The atolls of the Maldives are a true paradise on Earth. This project will capture this paradise in a stunning 360 panoramic tour,Places,161.0,271.69923368,4556.446776,GBP,Kuramathi: 360 Panoramas in Paradise,0
0,"My project is to create a website with information about culture, nature, people and traditions of the 17 small states of Nicaragua.",Places,0.0,0.0,3000.0,USD,Learn Nicaragua,0
16,3D Art and Photography combine in an epic journey across the great states!,Places,790.0,790.0,8000.0,USD,Epic Battles of Metropolis!,0
1,"Photographic canvas prints depicting different scenes from around the globe, including local images taken in Sussex England.",Places,5.0,7.6059509,1521.19018,GBP,The Sharper Image,0
3,I create canvas prints of images from in and around New Orleans,Places,93.0,93.0,1000.0,USD,Scenes from New Orleans,0
1,I am a photographer who is inspired by the original Jules Verne story. I will make a thousands of photo and video materials for You.,Places,15.0,24.83665755,33115.543399999995,GBP,Follow in footsteps an awesome book adventure,0
0,25 Kansas State Parks in the next year. What a great adventure to take together. Join me. Together we can photo this beautiful state.,Places,0.0,0.0,1200.0,USD,Lets see Kansas together!,0
12,We've explored some of the most amazing places in New Zealand and can't think of a better way to share our experiences than a photo :),Places,1580.0,1185.9315522,1501.17918,CAD,Live 4 The Rush: Palooza Pics,0
0,Show the world the beauty that is in all of our back yards!,Places,0.0,0.0,1500.0,USD,Missouri In Pictures,0
1,Aerial Photographs of Historical Structures and Landmarks across the US. Experience the Antique structures from the most Unique Angles!,Places,1.0,1.0,7500.0,USD,Aerial Photography :  Americas Most Impressive Structures,0
0,Southeast Texas as seen through the lens of a cell phone camera,Places,0.0,0.0,516.0,USD,The Right Side of Texas,0
0,I want to be able to have my own photography inside a canvas and have it be displayed everywhere.,Places,0.0,0.0,1200.0,USD,A Side Of The World In Canvas,0
2,Discover Italy through photography.,Places,1020.0,1161.5142492,68324.3676,EUR,An Italian Adventure,0
92,"Hi, my name is Ciarán May & i'm a photographer from Co Fermanagh, Ireland. With your support  we can bring this wonderful book to life.",Places,4092.0,5761.12450848,19710.59216,GBP,"Ireland from a Kite, a unique photographic book",0
0,A portfolio collage of beautiful pictures of authentic Pittsburgh locations and scenery.,Places,0.0,0.0,25.0,USD,The Views of Pittsburgh,0
3,A trip to fulfill a dream of capturing the wonders and history of ancient Italy in person.,Places,3.0,3.0,22000.0,USD,Picturing Italy,0
3,"Denlin is looking for the funding to create his first album in a professional studio. Enjoy the video, thanks for watching.",Plays,85.0,85.0,2000.0,USD,Ciervos - Electronic Band's 1st Album,0
8,renegadedrum.bandcamp.com,Plays,182.0,182.0,2000.0,USD,renegadedrum.bandcamp.com,0
0,A compilation of meditative music that transcends the industry.,Plays,0.0,0.0,2500.0,USD,Pax's Puppyprints,0
2,"Help us get our debut album ""Me In A Bubble"" published on iTunes! 
All original songs composed exclusively on the iPad using GarageBand",Plays,30.0,30.0,3500.0,USD,Life Is Heller - Me In A Bubble,0
38,Zencha looks to make a progressive house album of video game remix's chosen by the backers.,Plays,983.0,983.0,3500.0,USD,Let's remix Video Game Music for the Dance Floor! Zencha,0
13,"I am going to be on tour during the spring and in the summer, and I am raising money to support these events!!!",Plays,273.0,273.0,700.0,USD,F3tto Spring/Summer Tour 2013 Attempt 2,0
0,Trance Saddesfaction,Plays,0.0,0.0,5000.0,USD,Trance Saddessfaction,0
1,Entertainment platform for aspiring artists of all genres. Signed Artists performing live on-line providing entertainment for all ages.,Plays,1.0,0.72381631,1447.63262,CAD,Melted Crayons Entertainment,0
6,Brian Creates an AWESOME Debut Album of Chill-Out Electronica,Plays,200.0,200.0,6000.0,USD,Brian's Debut Electronica Album,0
4,"Orphan, now a father & thankful for the love of Christ. This will be my most important project to date & with your help it will happen!",Plays,175.0,175.0,1000.0,USD,"BLANK - ""I Love GOD Album""",0
6,Drum samples on analog cassette tape for your 12bit sampler!,Plays,35.0,35.0,500.0,USD,Cassette Tape Drum sample library,0
1,All funding towards new audio equipment! Better Gear - Better Tunes - Better Times.  Dubstep - Glitch Hop - Hard Style - Chill Step,Plays,1.0,1.0,10000.0,USD,DJ Loopie - Audio Equiment Kickstart!,0
3,"Because who doesn't want a T-Shirt, CD, Cassette Tape, Vinyl.....",Plays,85.0,85.0,5000.0,USD,Silence is GOLD (LIFES GOLD),0
1,"A one-of-a-kind Halloween, horror-themed concert experience...blending special effects & live music by Hot Jambalaya & DELTAnine",Plays,1.0,1.0,500.0,USD,Halloween Costume Party w/ Hot Jambalaya & DELTAnine,0
1,A lifetime of eclectic nonsense ideas for all the world to groove on,Plays,30.0,30.0,7000.0,USD,Eclectic Nonsense,0
6,To Raise £2000 for (Mixing & Mastering) The Legacy Album for Digital Release in 2013,Plays,140.0,223.7036368,3195.7662400000004,GBP,Mastering The New 20 Track Album (Legacy),0
1,The ultimate reason behind the “Pop Yer Cherry” project is to give young DJs the opportunity to kick start their dream careers.,Plays,2.0,3.41623394,854.058485,GBP,Pop Yer Cherry - Giving opportunity to aspiring young DJs,0
51,"To raise the money necessary for a limited run of 350 STAG HARE- ANGEL TECH WHITE VINYL 12"" LPS & to launch the DRJONA record label!",Plays,1390.0,1390.0,3500.0,USD,"STAG HARE-ANGEL TECH  12""  LP // RECORD LABEL LAUNCH!",0
0,"An album inspired by marijuana, Folk Rock, Rave, rap, GD, acoustic akathisia is my first album, mainly introspective but i try to dance",Plays,0.0,0.0,100.0,USD,Colorado Acoustic Akathisia  Defunct Engineer,0
0,Hey guys! Ben here! So i'm finally getting my solo project on the road and I want you guys to be able to have it with the best quality.,Plays,0.0,0.0,8000.0,USD,SOLO PROJECT!,0
2,Full length EDM album based around uplifting and melancholy melodies produced at 150 BPM. Genre: Hardstyle,Plays,21.0,21.0,3000.0,USD,Studio Gear For Album Production,0
0,Help us to make our dreams come true! Our new EP XUXU comes out soon and we need YOU to make it BIG,Plays,0.0,0.0,3419.10345,EUR,Make our dreams come true,0
60,"Partners, lovers and music-duo Sarah White and Dj Don Cuco (Rico Mendez) invite you to partake in the double release coming late summer/early fall 10'",Plays,2671.0,2671.0,6500.0,USD,Sarah White needs love too! Double release before I pop!,0
6,After litteraly 1000+ hours of work it is finally time to take the next step,Plays,245.0,311.70443745,6361.31505,EUR,Melodic Trance Music Album,0
3,Recently my entire PC died after my power-supply messed up. Music is my passion and I want to keep producing but right now I can't.,Plays,47.82,74.430679929,1867.77114,GBP,[EDM] Spitfya - Apocalypse EP,0
0,We're currently in the process of creating America's youngest most memorable EDM experience starting in Philadelphia.,Plays,0.0,0.0,2000.0,USD,Back to the Books EDM Concert,0
2,I am in the process of working on my debut album and I am looking for funding necessary for the project to move to the next stage.,Plays,7.0,7.0,3500.0,USD,SoundScape - A New Album From DJ G,0
1,City of Darkness is inspired by an eponymous book documenting the former Kowloon Walled City and the cult film Blade Runner.,Plays,5.0,5.0,1000.0,USD,City of Darkness,0
11,A multi award winning CD containing 60 minutes of ambient and symphonic electronica by composer Keith Richie,Plays,364.0,364.0,4000.0,USD,Award Winning CD Ambient Highways by Keith Richie,0
0,"The project me and my best Friend started before he past away will continue!
For you Robin.  R.I.P",Plays,0.0,0.0,1212.7783,SEK,Make the Randomize Album,0
11,"We're raising funds to master, reproduce, and release the debut album from enTraance, featuring their new style 'Baroque Breakbeat'!",Plays,682.0,682.0,2700.0,USD,"The release of enTraance’s debut album, ‘Nebraska’",0
8,"Support an Indie Drum & Bass producer with his album, merchandising, and marketing costs.",Plays,12.0,12.0,6750.0,USD,Be part of Digibilly's new album.,0
0,"Ich würde mir gerne ein professionelles Musikstudio einrichten, damit meine Fans weiterhin von mir versorgt werden können. Danke.",Plays,0.0,0.0,11113.5314,EUR,I Love Making Music For Great People,0
2,The original sp3ct3rwave innovator is back with the vaporwave meets witch-house and IDM blend... and ZYXZ wants more cassette tapes!,Plays,8.0,11.39903168,4844.588464,GBP,ZYXZ's Delta Mornings Cassette-Tape Re-Issue and Release!,0
1,5 one-hour long albums featuring full-length instrumentals that are produced by me and span many genres. 100 Songs!,Plays,105.0,105.0,5000.0,USD,5 Hours of Music,0
0,"I want to produce a new sub-genre, track/album. Industrial, gaming, and steampunk SFX and samples; used to create Dance, New Age music.",Plays,0.0,0.0,8000.0,USD,"Dj Sparkys', First Single/Album",0
0,ES has finished his new  CD and needs funding to press it and a PR firm to help him promote it.  $5 of each CD sold will go to NAMI.,Plays,0.0,0.0,12000.0,USD,ES1,0
2,"Help us with our new upcoming album by donating to one of the packages, and the funds will go towards new programs and gear.",Plays,140.0,140.0,5000.0,USD,Apocalypse- OvM,0
1,"Story Mode is an interactive album. Electronic songs with classical,pop, hiphop & FolkLore melodies with a manga included.",Plays,15.0,15.0,2000.0,USD,#DigitalRealist Story Mode,0
0,"My new album release will take 3 months to produce in my home studio, and I need help funding it to make this happen.",Plays,0.0,0.0,15000.0,USD,The Original Magic New Album,0
3,"Currently working in the studio, just about to wrap up my 6th album. Help make this possible.",Plays,85.0,85.0,7000.0,USD,"Album Funding ""Short Stories"" (Canceled)",0
0,"Hi, David (me) (DALotusBomb) wants to make 2-12 track albums for download. Creating music is good therapy for my PTSD.",Plays,0.0,0.0,2015.0,USD,24 electronica tracks:9 months:music therapy for PTSD,0
6,We want to take the next step in growing Dubdisk and cement ourselves into the UK record industry by producing vinyl!,Plays,65.0,98.7933531,1519.8977399999999,GBP,Dubdisk Independent Record Label Release (Canceled),0
1,An experimental effort to record the weirdest album in the world! Adventure lies ahead with synthesizer solos and falsetto screams!,Plays,25.0,25.0,3500.0,USD,FUGUOSSS: High Quality Weird and Insane Music (Canceled),0
81,A DVD with over 20 of the worlds best Video Game Composers & mixed in 5.1 Surround Sound. Sponsored by DOLBY!,Plays,5913.0,9206.52320187,34253.93378,GBP,Heroes of Video Game Music - 5.1 Surround Sound DVD,0
0,An Album where You get to join and challenge the Artist! Let's make an Album together to immortalize ourselves in a cool piece of Art!,Plays,0.0,0.0,808.115242,GBP,3 Word Challenge by MOrlov (Canceled),0
3,Alchemy of Shadow and Light is a concept album exploring themes of paradox and the evolution of the individual and collective.,Plays,66.0,66.0,2256.0,USD,Alchemy of Shadow and Light (Canceled),0
2,"Dance. Love. Disco. After years of remixing, and working on demos of original songs, I'm ready to produce an EP of original songs.",Plays,45.0,67.6359144,4509.06096,GBP,Chris Jay produces his debut EP of original songs!,0
5,"A collection of 4 tracks, produced by me and co-written with the awesome Charlie Mason - pop music you can dance to!",Plays,70.0,106.4229278,2660.573195,GBP,Introducing Chris Jay - The EP (Canceled),0
11,"This project seeks to raise pressing costs for a 4-CD set of experimental electro-music by my best friend, Karl, who died last year.",Plays,460.0,460.0,4900.0,USD,RAM'S HEAD: 4 CDs of unheard music from an unknown genius!,0
0,"I'd like to take my favorite existing recordings that aren't yet on CD, remix them creatively, and make my fourth CD with these.",Plays,0.0,0.0,300.0,USD,"New CD, all remixes of previously recorded 4DN songs.",0
5,Help me press my debut EP on vinyl after distribution problems with the record label have stopped the project going ahead.,Plays,130.0,216.0487667,1196.5777848,GBP,Press my debut EP on vinyl (Canceled),0
0,New vision of parties in European Tour. Minimal and Deep house with an extra of creativity.,Plays,0.0,0.0,76443.13149999999,GBP,Album Presentation European Tour (Canceled),0
